id,kShortName,kDemangledName,ground_truth,duration,overlap_ratio,slowdown,ID,Kernel Name,Compute throughput,SM,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
83,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,1115315,1109427,0.0,0.0,82,ampere_sgemm_64x32_sliced1x4_nt,82.26,108,46.88,5.97,20.83,25.0,0.08,81.52
84,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",44129,46529,0.0,0.0,83,reduce_kernel,9.05,108,32.42,32.42,41.65,62.5,8.27,6.96
85,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4096,4064,0.0,0.0,84,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.22,100.0,0.0,92.33
86,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",7712,7680,0.0,0.0,85,vectorized_elementwise_kernel,4.02,108,19.16,18.66,42.6,100.0,0.0,53.79
87,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",52897,56865,0.1603974325156071,0.4676739814643968,86,vectorized_elementwise_kernel,6.24,108,74.37,74.37,87.86,100.0,0.0,46.0
88,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",72065,120098,1.0,0.6665232775966141,87,reduce_kernel,75.82,108,23.99,23.99,90.14,100.0,10.44,8.71
89,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7552,7520,1.0,-0.00423728813559322,88,elementwise_kernel,5.96,108,12.35,3.17,20.44,100.0,0.0,87.46
90,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",70561,70721,1.0,0.002267541559785151,89,vectorized_elementwise_kernel,14.2,108,24.14,4.38,9.08,100.0,0.0,100.31
91,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1965954,2030498,0.6568590562512251,0.04998162049987748,90,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.97,108,30.16,11.69,12.19,12.5,16.98,81.8
92,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",119042,117251,0.0,0.0,91,CatArrayBatchedCopy_aligned16_contig,58.38,108,75.03,75.03,90.75,100.0,60.0,63.02
93,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,3094485,3093044,0.0,0.0,92,ampere_sgemm_128x32_tn,88.73,108,80.11,2.21,45.64,50.0,0.18,97.4
94,ampere_sgemm_128x32_sliced1x4_nt,ampere_sgemm_128x32_sliced1x4_nt,2797584,2797327,0.0,0.0,93,ampere_sgemm_128x32_sliced1x4_nt,98.08,108,40.39,4.94,12.5,12.5,0.0,84.39
95,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",102178,103106,0.0,0.0,94,reduce_kernel,11.87,108,52.37,52.37,58.49,62.5,6.37,19.82
96,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4192,4064,0.0,0.0,95,vectorized_elementwise_kernel,0.04,108,0.6,0.18,6.2,100.0,0.0,84.19
97,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",13248,13217,0.0,0.0,96,vectorized_elementwise_kernel,6.36,108,39.26,32.79,67.03,100.0,0.0,51.19
98,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",64706,65601,0.05170652886388927,0.2675057354848548,97,layer_norm_grad_input_kernel_vectorized,37.51,108,64.82,64.82,65.13,75.0,44.52,53.12
99,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",98562,448903,1.0,3.55452405592419,98,GammaBetaBackwardCUDAKernel_32x32,12.13,108,38.2,38.2,49.91,100.0,0.09,18.78
100,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",54144,83970,1.0,0.5508643617021277,99,vectorized_elementwise_kernel,6.39,108,70.84,70.84,87.74,100.0,29.31,41.16
101,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4448,81505,1.0,17.32396582733813,100,vectorized_elementwise_kernel,0.02,108,0.4,0.08,6.19,100.0,0.0,91.53
102,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4192,10881,1.0,1.595658396946565,101,vectorized_elementwise_kernel,0.02,108,0.44,0.08,6.2,100.0,0.0,91.5
103,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",42881,50016,1.0,0.1663907091718943,102,vectorized_elementwise_kernel,15.31,108,68.05,68.05,85.14,100.0,0.0,54.48
104,ampere_sgemm_128x64_tn,ampere_sgemm_128x64_tn,3817538,3817793,0.01476062217097679,0.004525349728129287,103,ampere_sgemm_128x64_tn,95.87,108,48.16,2.06,23.96,25.0,0.36,98.58
105,ampere_sgemm_128x128_nt,ampere_sgemm_128x128_nt,3722880,3722623,0.0,0.0,104,ampere_sgemm_128x128_nt,98.47,108,31.88,3.98,23.45,25.0,0.04,78.2
106,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",49473,50113,0.0,0.0,105,reduce_kernel,9.16,108,32.27,32.27,41.51,62.5,8.29,7.41
107,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4352,4480,0.0,0.0,106,vectorized_elementwise_kernel,0.02,108,0.48,0.09,6.2,100.0,0.0,88.97
108,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",16097,16032,0.0,0.0,107,vectorized_elementwise_kernel,7.13,108,43.23,36.31,74.52,100.0,0.0,51.97
109,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",216451,215812,0.01838637332493096,-0.1605628941050653,108,vectorized_elementwise_kernel,6.46,108,86.57,86.57,92.49,100.0,0.0,48.99
110,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",220836,319526,1.0,0.4468927167671938,109,vectorized_elementwise_kernel,6.48,108,87.14,87.14,92.42,100.0,0.0,48.84
111,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",222116,272612,1.0,0.2273406688397054,110,vectorized_elementwise_kernel,7.83,108,86.98,86.98,92.03,100.0,0.0,48.84
112,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",145282,188163,1.0,0.2951570049971779,111,vectorized_elementwise_kernel,8.57,108,84.26,84.26,89.37,100.0,0.0,61.81
113,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",149859,156259,1.0,0.04270681106907159,112,vectorized_elementwise_kernel,8.6,108,84.2,84.2,88.49,100.0,0.0,61.79
114,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",150115,203651,1.0,0.3566332478433201,113,vectorized_elementwise_kernel,8.53,108,83.64,83.64,89.2,100.0,0.0,61.5
115,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",150114,150594,0.01933675976466526,0.1653622367879532,114,vectorized_elementwise_kernel,8.62,108,84.11,84.11,89.23,100.0,0.0,61.75
116,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",223652,223748,0.0,0.0,115,vectorized_elementwise_kernel,6.42,108,86.75,86.75,92.44,100.0,0.0,48.72
117,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",220452,219460,0.0,0.0,116,vectorized_elementwise_kernel,6.43,108,86.41,86.41,92.52,100.0,27.54,44.41
118,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",147651,148546,0.0,0.0,117,vectorized_elementwise_kernel,8.53,108,84.39,84.39,88.65,100.0,0.0,61.93
119,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",222883,222724,0.0,0.0,118,vectorized_elementwise_kernel,6.44,108,85.67,85.67,92.41,100.0,27.56,44.12
120,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,4106087,4108102,0.0,0.0,119,ampere_sgemm_128x32_tn,89.13,108,80.36,2.38,45.63,50.0,0.13,96.96
121,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,3936611,3938786,0.0,0.0,120,ampere_sgemm_64x32_sliced1x4_nt,92.92,108,52.98,6.37,23.88,25.0,0.09,82.8
122,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",118818,120194,0.0,0.0,121,reduce_kernel,10.88,108,59.8,59.8,56.97,62.5,4.89,21.04
123,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3872,4064,0.0,0.0,122,vectorized_elementwise_kernel,0.04,108,0.6,0.2,6.19,100.0,0.0,81.67
124,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",15712,16385,0.0,0.0,123,vectorized_elementwise_kernel,7.09,108,45.15,37.91,72.02,100.0,0.0,51.83
125,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",66113,65729,0.04673736098221485,-0.124273970323537,124,layer_norm_grad_input_kernel_vectorized,37.51,108,65.75,65.75,65.03,75.0,44.39,54.2
126,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",97154,587114,1.0,5.043127405974021,125,GammaBetaBackwardCUDAKernel_32x32,12.08,108,38.35,38.35,49.92,100.0,0.09,18.66
127,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",54273,145506,1.0,1.68100160300702,126,vectorized_elementwise_kernel,6.49,108,71.66,71.66,87.82,100.0,29.52,41.07
128,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4704,113250,1.0,23.07525510204082,127,vectorized_elementwise_kernel,0.02,108,0.46,0.08,6.07,100.0,0.0,89.96
129,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4480,33665,1.0,6.514508928571429,128,vectorized_elementwise_kernel,0.02,108,0.48,0.09,6.21,100.0,0.0,87.63
130,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",42625,52449,1.0,0.230475073313783,129,vectorized_elementwise_kernel,14.91,108,66.51,66.51,85.15,100.0,0.0,53.85
131,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1045746,1044754,0.06570063383341916,-0.01443829465960978,130,ampere_sgemm_128x32_tn,87.69,108,80.14,2.45,45.64,50.0,0.52,97.41
132,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,1115283,1115474,0.0,0.0,131,ampere_sgemm_64x32_sliced1x4_nt,82.21,108,46.85,5.98,20.82,25.0,0.08,81.53
133,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",45185,46048,0.0,0.0,132,reduce_kernel,9.48,108,32.23,32.23,41.48,62.5,8.31,7.45
134,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4352,4353,0.0,0.0,133,vectorized_elementwise_kernel,0.02,108,0.49,0.09,6.2,100.0,0.0,88.78
135,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",7648,7712,0.0,0.0,134,vectorized_elementwise_kernel,3.94,108,18.72,18.22,42.04,100.0,0.0,54.87
136,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",52129,52705,0.0722512095626601,0.1529318589259257,135,vectorized_elementwise_kernel,6.24,108,73.88,73.88,87.72,100.0,0.0,46.01
137,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",72097,119297,1.0,0.6546735647807814,136,reduce_kernel,75.48,108,23.92,23.92,90.14,100.0,10.44,8.46
138,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7456,47648,1.0,5.390557939914163,137,elementwise_kernel,5.92,108,12.0,3.19,20.38,100.0,0.0,86.36
139,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",70561,76130,1.0,0.07892461841527189,138,vectorized_elementwise_kernel,14.21,108,24.16,4.39,9.09,100.0,0.0,98.71
140,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1993730,1948545,0.008178410044417758,-2.771143792850073,139,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.89,108,30.09,11.04,12.16,12.5,16.96,82.18
141,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",117922,117154,0.0,0.0,140,CatArrayBatchedCopy_aligned16_contig,58.19,108,74.89,74.89,90.78,100.0,60.0,62.97
